fwd_init_window_size,id_resp_p,fwd_pkts_payload_avg,fwd_pkts_payload_min,fwd_URG_flag_count,flow_SYN_flag_count,fwd_header_size_min,fwd_header_size_max,flow_pkts_payload_tot,flow_pkts_payload_max,flow_iat_min,payload_bytes_per_second,fwd_last_window_size,id_orig_p,fwd_pkts_payload_max,flow_FIN_flag_count,active_min,flow_pkts_payload_avg,bwd_pkts_per_sec,bwd_pkts_payload_avg,flow_pkts_per_sec,fwd_header_size_tot,bwd_header_size_max,fwd_iat_min,fwd_pkts_per_sec,fwd_pkts_payload_tot,active_avg,flow_pkts_payload_min,Attack_type,service_dhcp,service_dns,service_http,service_irc,service_mqtt,service_ntp,service_radius,service_ssl,service_unspec,proto_icmp,proto_tcp,proto_udp
0.9801899814591092,0.01117118850689257,0.12825545434146043,0.0,0.0,0.25016281003154034,0.7268682146778864,0.7700675152815,0.0012484161189438106,0.27243627668440956,0.0,0.0,0.008252962077874808,0.9048139833275073,0.9431988181240776,0.19951923269307334,0.0,0.25293745968614245,0.00046561869677375106,0.24654374056863432,0.0,0.009217932275068966,0.9065265231298573,0.0,0.0003008718778327846,0.0028321745099072855,0.0009394030361924105,0.0,ARP_poisioning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0006679603924375844,0.0001822206064937111,0.09129959270571113,0.10971751684401317,0.0,0.12505733359517143,0.4545322797750627,0.384419934581921,9.801094459849654e-05,0.023674376875377746,0.0,0.25099141297722255,0.0008385707183278046,0.891428874763013,0.08478853471811212,0.0,0.0,0.051959435254059286,0.2458650529319854,0.000268787500703122,0.2501668863479456,0.0,0.4542200566485329,0.0,0.24407302789117488,0.0003171333223422904,0.0,0.0003659996329251878,DOS_SYN_Hping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0011294020511727716,0.00035979618184294474,0.08992122184116527,0.10890869553371955,0.0,0.12499078704535321,0.45451364304579994,0.3842449571035101,0.00021356043780821704,0.00044911614575449013,5.582151277933382e-07,0.18870217723831903,0.0006495912163008187,0.9918420641688486,0.0835633706513294,0.00018168528452766305,0.0,0.051420368523430085,0.1919632623976094,0.00028312182845180987,0.189357930667359,9.684756496577986e-05,0.4549315282456384,0.0,0.1908484189448475,0.00046217183225212533,0.0002866078695971485,5.7283114426834016e-05,DOS_SYN_Hping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.016029840656994573,0.020837159866795057,0.0,0.0007094067447807184,1.0,0.0001098765297830628,0.45467527163465565,0.38527780938805617,0.0003612684769878332,0.00017816732124831518,0.0,0.0,0.015803128068749964,0.8837954843074558,0.001064634091733648,0.09993892962831624,0.0,0.0,0.13438966166150956,0.00022145137770265906,0.10057925339997124,0.0,0.45447555637700615,0.0,0.06297664153957797,0.0002771325955197945,0.0,0.0006081720090883856,NMAP_XMAS_TREE_SCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9769643005060805,0.09570406878562697,0.0033939934359238305,0.0,0.0,0.249410695987859,0.7265557316099546,0.768164801829887,0.000269594485866175,0.007018516775780893,0.00039963926376246253,0.0,0.006784734048266285,0.7321745591480483,0.025768163520196168,0.10065043681831015,0.007232902645836738,0.04049554110136225,0.000557775054847199,0.0010751885770110587,0.0,0.0045411594517570115,0.9067649457998825,0.0,0.0,0.00038057980068083595,0.00482744478323316,0.0,ARP_poisioning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0012242921880763423,0.00012267415820030472,0.09104296908107784,0.1098495042401638,0.0,0.12507545889865795,0.45466954885562805,0.38475802119639874,0.0002815879733321494,0.024347856060281177,6.710753000805458e-05,0.1899680772118944,0.0010922363281452904,0.32369558621965,0.08449439648265814,0.0,0.0,0.052339517534177336,0.19124812658301815,0.00010398599964831388,0.19003839899466676,0.0,0.4546762109424049,0.0,0.19100144160393265,0.0,0.0001454644913861731,0.00028415462870395587,DOS_SYN_Hping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0006531472039777096,0.000922339537677766,0.09158289644237089,0.10920445829626642,0.0,0.12485648425330019,0.4545054190170644,0.38496156565069545,0.0,0.023885915795680737,0.0,0.23461954687587575,0.0008139924042540407,0.12052147004738234,0.08335570328799577,0.0,0.0,0.05145620133547685,0.2374886395445541,0.0009775333612511484,0.2348062692823186,4.6688424325088275e-05,0.4552874570208304,0.0,0.23462387191822429,0.0,0.00036009220005208786,0.00036228419620118566,DOS_SYN_Hping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.00026825236938832404,0.0006469200832142247,0.030068080949167394,0.029951666541122496,0.0,0.00043094422833784494,0.18145570442079145,0.15451462606147334,0.0002485118831656512,0.014556945060862223,0.0,0.0,0.0,0.912827717541376,0.021073602184391603,0.00016359379700349162,0.0,0.039165485385844696,0.0,0.035708729414571205,0.00036863944447422504,1.9122834632401763e-05,0.1846138114897945,0.0,0.0006912546912748877,0.000321357428489984,0.0,0.03318601690502251,Thing_Speak,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.00022782491232498526,0.08162696108760338,0.025417086487127507,0.03941749076377228,0.0,0.0,0.18092681892645462,0.15343388129348828,0.0002868270694257561,0.009930015419658506,0.0,0.0,0.0,0.7365311923314811,0.02397509089536158,0.0003435699376361752,9.530324846365132e-05,0.03838241883972468,0.0,0.0,0.0,0.00022860350593917225,0.1842851432565503,0.0,0.0,0.00025093464264729055,0.0,0.03435470086141017,Thing_Speak,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0009206044835127684,0.0005230838226605084,0.09112386735115804,0.11001511197012732,0.0,0.1250159055978996,0.45459314754652785,0.384834473263772,0.0,0.023254667522199013,9.435361378387718e-05,0.2502444295861692,0.001353524628857325,0.09717751094670478,0.08485284729216523,0.00023667001920416996,0.0,0.051376002933004525,0.24130283925995571,0.0,0.4438543824331651,0.0,0.4547827944328967,0.0001257161926919303,0.44833598179011047,0.00016074413720880648,0.0,0.0006028624946589487,DOS_SYN_Hping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
